Title;Artist
 Jesus Nao E O Homem;Marco Aurelio 
 Junto A Ti;Marco Aurelio 
 Mais Do Que Sonhei;Marco Aurelio 
 Minha Igreja Video;Marco Aurelio 
 Na Alegria Ou Na Dor;Marco Aurelio 
 O Carpinteiro Pregador;Marco Aurelio 
 O Choro Dura Uma Noite;Marco Aurelio 
 O Melhor De Deus Video;Marco Aurelio 
 O Tumulo De Jesus Esta Vazio;Marco Aurelio 
 Ponte Sobre Aguas Turvas;Marco Aurelio 
 Primeiro Amor;Marco Aurelio 
 Promessas;Marco Aurelio 
 So Jesus;Marco Aurelio 
 Solucao;Marco Aurelio 
 Um Anjos Do Ceu;Marco Aurelio 
 Quem E Ela;Marco E Mario 
 Bora Se Acabar;Marcos E Belutti 
 Como Um Beijo Heaven;Marcos E Belutti 
 Domingo De Manha;Marcos E Belutti 
 Dupla Solidao;Marcos E Belutti 
 Entao Foge;Marcos E Belutti 
 I Love You;Marcos E Belutti 
 Irracional;Marcos E Belutti 
 Mentirosa;Marcos E Belutti 
 Os Coracoes Nao Sao Iguais;Marcos E Belutti 
 Perdoa Amor;Marcos E Belutti 
 Poeira Da Lua;Marcos E Belutti 
 Sem Me Controlar;Marcos E Belutti 
 Sera Que Vai Rolar;Marcos E Belutti 
 Solteiro Apaixonado;Marcos E Belutti 
 Tao Feliz;Marcos E Belutti 
 To No Buteco;Marcos E Belutti 
 Calma Ai;Marcos E Belutti E Fernando E Sorocaba 
 Romantico Anonimo;Marcos E Belutti E Fernando Zor 
 Cancela O Sentimento;Marcos E Belutti E Marilia Mendonca 
 Aquele 1%;Marcos E Belutti E Wesley Safadao 
;Marcos E Belutti Ponto Fraco
 Truco Cerveja E Churrasco;Marcos E Fernando 
 Trocaria Tudo;Marcos E Fernando E Henrique E Juliano 
 A Ultima Carta;Marcos Roberto E Carlos Alexandre 
 Viola Enluarada;Marcos Valle 
 Reluz;Marcus Sabino 
 Dandalunda;Margareth Menezes 
 Alcoonteceu;Margio Braga 
 Brincar De Viver;Maria Bethania 
 Carcara;Maria Bethania 
 E O Amor;Maria Bethania 
 Explode Coracao;Maria Bethania 
 Fera Ferida;Maria Bethania 
 Negue;Maria Bethania 
 Olha;Maria Bethania 
 Olhos Nos Olhos;Maria Bethania 
 Onde Estara O Meu Amor;Maria Bethania 
 Preciso Aprender A Ser So;Maria Bethania 
 Resposta E O Amor;Maria Bethania 
 A Fila Andou;Maria Cecilia E Rodolfo 
 Beijo Bom;Maria Cecilia E Rodolfo 
 Coisas Exotericas;Maria Cecilia E Rodolfo 
 Deixa Eu Fazer Outra Vez;Maria Cecilia E Rodolfo 
 Depois Da Briga;Maria Cecilia E Rodolfo 
 Nunca Mais Me Deixe;Maria Cecilia E Rodolfo 
 Todos Os Dias;Maria Cecilia E Rodolfo 
 Tres Palavras;Maria Cecilia E Rodolfo 
 Voce De Volta;Maria Cecilia E Rodolfo 
 Voce Nao Merece;Maria Cecilia E Rodolfo 
 So De Pensar;Maria Cecilia E Rodolfo E Jorge E Mateus 
 A Historia De Lily Braun;Maria Gadu 
 Altar Particular;Maria Gadu 
 Dona Cila;Maria Gadu 
 Em Paz;Maria Gadu 
 Ne Me Quitte Pas;Maria Gadu 
 Oracao Ao Tempo;Maria Gadu 
 Shimbalaie;Maria Gadu 
 A Minha Alma;Maria Rita 
 Cara Valente;Maria Rita 
 Conta Outra;Maria Rita 
 Corpitcho;Maria Rita 
 Encontros E Despedidas;Maria Rita 
 Pagu;Maria Rita 
 Ta Perdoado;Maria Rita 
 Ze Do Caroco;Mariana Aydar 
 So Voce Nao Ve;Mariana Fagundes 
 To Ficando Louca;Mariana Fagundes 
 E So Voce Me Chamar;Mariana Fagundes E Naiara Azevedo 
 Deus Me Ama;Mariana Valadao 
 Eu Escolho Te Louvar;Mariana Valadao 
 Lindo E O Teu Amor;Mariana Valadao 
 Que Amor E Esse;Mariana Valadao 
 Santo;Mariana Valadao 
 Se Eu Apenas Te Tocar;Mariana Valadao 
 So Uma Frase;Mariana Valadao 
 Vai Brilhar;Mariana Valadao 
 A Gente Nao Ta Junto;Marilia Mendonca 
 A Voz Do Coracao;Marilia Mendonca 
 Alo Porteiro;Marilia Mendonca 
 Amante Nao Tem Lar;Marilia Mendonca 
 Ate O Tempo Passa;Marilia Mendonca 
 Bem Pior Que Eu;Marilia Mendonca 
 Ciumeira;Marilia Mendonca 
 De Quem Eh A Culpa;Marilia Mendonca 
 Entre Quatro Paredes;Marilia Mendonca 
 Esse Cara Aqui Do Lado;Marilia Mendonca 
 Folgado;Marilia Mendonca 
 Hoje Somos So Metade;Marilia Mendonca 
 Infiel;Marilia Mendonca 
 Me Desculpe Mas Eu Sou Fiel;Marilia Mendonca 
 Nao Casa Nao;Marilia Mendonca 
 Nem Foi E Ja Voltou;Marilia Mendonca 
 O Que E Amor Pra Voce;Marilia Mendonca 
 O Que Falta Em Voce Sou Eu;Marilia Mendonca 
 Parece Namoro;Marilia Mendonca 
 Quatro E Quinze;Marilia Mendonca 
 Saudade Do Meu Ex;Marilia Mendonca 
 Se Ame Mais;Marilia Mendonca 
 Sentimento Louco;Marilia Mendonca 
 Traicao Nao Tem Perdao;Marilia Mendonca 
 Transplante;Marilia Mendonca E Bruno e Marrone 
 Casa Da Mae Joana;Marilia Mendonca E Henrique E Juliano 
 Impasse;Marilia Mendonca E Henrique E Juliano 
 A Culpa E Dele;Marilia Mendonca E Maiara E Maraisa 
 Festa Das Patroas;Marilia Mendonca E Maiara E Maraisa 
 Herdeiro Do Seu Amor;Marina De Oliveira 
 Eu Vou Seguir;Marina Elali 
 One Last Cry;Marina Elali 
 A Francesa;Marina Lima 
 Acontecimentos;Marina Lima 
 Eu Te Amo Voce;Marina Lima 
 Fullgas;Marina Lima 
 Pra Comecar;Marina Lima 
 Uma Noite E Meia;Marina Lima 
 Alfa E Omega;Marine Friesen 
 A Sua;Marisa Monte 
 Ainda Bem;Marisa Monte 
 Ainda Lembro;Marisa Monte 
 Amor I Love You;Marisa Monte 
 Aquela Velha Cancao;Marisa Monte 
 Ate Parece;Marisa Monte 
 Balanca Pema;Marisa Monte 
 Beija Eu;Marisa Monte 
 Bem Que Se Quis;Marisa Monte 
 Danca Da Solidao;Marisa Monte 
 De Noite Na Cama;Marisa Monte 
 Depois;Marisa Monte 
 Na Estrada;Marisa Monte 
 Nao E Facil;Marisa Monte 
 O Que Me Importa;Marisa Monte 
 Voce Vai Estar Na Minha Na Mira;Marisa Monte 
 Ilusion;Marisa Monte E Julieta Venegas 
 Por Mais Que Eu Tente;Marjorie Estiano 
 Voce Sempre Sera;Marjorie Estiano 
 Meu Mel;Markinhos Moura 
 Por Te Amar Assim;Marlon E Maicon 
 Te Peco Fica Comigo;Marlon E Maicon 
 Ele Nao Desiste;Marquinhos Gomes 
 Ele Nao Desiste De Voce;Marquinhos Gomes 
 Nao Morrerei;Marquinhos Gomes 
 Aquarela Brasileira;Martinho Da Vila 
 Canta Minha Gente;Martinho Da Vila 
 Casa De Bamba;Martinho Da Vila 
 Disritmia;Martinho Da Vila 
 E Devagar;Martinho Da Vila 
 Ex Amor;Martinho Da Vila 
 Madalena Madalena;Martinho Da Vila 
 Mulheres;Martinho Da Vila 
 Pra Que Dinheiro;Martinho Da Vila 
 Quem Eh Do Mar Nao Enjoa;Martinho Da Vila 
 Voce Nao Passa De Uma Mulher;Martinho Da Vila 
 Dar E Receber;Martinho Da Vila E Katia Guerreiro 
 Abusou Do Meu Corpinho;Mateus E Cristiano 
 Se E Pra Falar De Amor;Mateus E Cristiano 
 A Rosa E O Beija;Matheus E Kauan 
 Antidoto;Matheus E Kauan 
 Batom Na Camisa;Matheus E Kauan 
 Ciumento Mesmo;Matheus E Kauan 
 Decide Ai;Matheus E Kauan 
 Exclusividade;Matheus E Kauan 
 Me Amar Amanha;Matheus E Kauan 
 O Nosso Santo Bateu;Matheus E Kauan 
 Que Sorte A Nossa;Matheus E Kauan 
 Segunda Opcao;Matheus E Kauan 
 Ser Humano Ou Anjo;Matheus E Kauan 
 Sete Mares;Matheus E Kauan 
 Te Assumi Pro Brasil;Matheus E Kauan 
 To Com Moral No Ceu;Matheus E Kauan 
 Ao Vivo E A Cores;Matheus E Kauan E Anitta 
 Deixa Ela Beijar;Matheus E Kauan E Mc Kevinho 
 24 Horas De Amor;Matogrosso E Mathias 
 Caiu O Palco;Matogrosso E Mathias 
 De Igual Pra Igual;Matogrosso E Mathias 
 Frente A Frente;Matogrosso E Mathias 
 Idas E Voltas;Matogrosso E Mathias 
 Memoria;Matogrosso E Mathias 
 O Matuto;Matogrosso E Mathias 
 Objeto De Prazer;Matogrosso E Mathias 
 Pele De Maca;Matogrosso E Mathias 
 Ponto De Chegada;Matogrosso E Mathias 
 Se Nos Amamos;Matogrosso E Mathias 
 Sem Lua E Sem Mel;Matogrosso E Mathias 
 So Fazendo Amor;Matogrosso E Mathias 
 Um Seculo Sem Ti;Matogrosso E Mathias 
 E Ai;Matogrosso E Mathias E Gusttavo Lima 
 Eu Vou Pegar Voce;Mauricio E Eduardo E Israel Novaes 
 Minha Menina;Mauricio Manieri 
 Eu To Com Ismo;Maykow E Bruno E Marilia Mendonca 
 Demoro;Mc Biel 
 Pimenta;Mc Biel 
 Jogo Do Amor;Mc Bruninho 
 Voce Me Conquistou;MC Bruninho 
 Sou Favela;Mc Bruninho E Mc Vitinho Ferrari 
 Pega A Receita;Mc Dede E Kevinho 
 Beija Ou Nao Beija;Mc Gui 
 Chapei O Coco;Mc Gui 
 O Bonde Passou;Mc Gui 
 Sonhar;Mc Gui 
 Pais Do Futebol;Mc Guime 
 Plaque De 100;Mc Guime 
 Remexendo;Mc Gustta E Lucas Lucco 
 Eu Quero E Tu;Mc Jaja 
 Seu Jeito De Olhar;Mc Kevin E 1Kilo 
 Olha A Explosao;Mc Kevinho 
 Papum;Mc Kevinho 
 Encaixa;Mc Kevinho E Leo Santana 
 O Bebe;Mc Kevinho E Mc Kekel 
 Ta Tum Tum;Mc Kevinho E Simone E Simaria 
 Danada Vem Que Vem;Mc Koringa 
 Danca Sensual;Mc Koringa 
 Pra Me Provocar;Mc Koringa 
 Se Ela Danca Eu Danco;Mc Leozinho 
 Novinha Vem Que Tem;Mc Lon 
 Glamurosa;Mc Marcinho 
 Conto Do Pescador;Mc Menor Da Vg 
 Tremendo Vacilao;Mc Perlla 
 Amiga Parceira;Mc Pikeno E Menor E Thiago Brava 
 As Novinhas Tao Sensacional;Mc Romantico 
 To Tranquilao;Mc Sapao 
 Vou Desafiar Voce;Mc Sapao 
 Estoy Loca;Mc Tati Zaqui 
 Parara Tibum;Mc Tati Zaqui 
 Fuleragem;Mc Wm 
 Bumbum Granada;Mcs Zaac E Jerry 
 Ouvi Dizer;Melim 
 Peca Felicidade;Melim 
 To Bem, To Zen;Melody E Bella Angel 
 Sandalo De Dandi;Metro 
 Tudo Pode Mudar;Metro 
 Ai Se Eu Te Pego;Michel Telo 
 Amanha Sei La;Michel Telo 
 Amiga Da Minha Irma;Michel Telo 
 Ate O Dia Clarear;Michel Telo 
 Chocolate Quente;Michel Telo 
 Coracao Cansou;Michel Telo 
 Explodiu;Michel Telo 
 Fugidinha;Michel Telo 
 Horizonte;Michel Telo 
 Humilde Residencia;Michel Telo 
 Levemente Alterado;Michel Telo 
 Love Song;Michel Telo 
 Maria;Michel Telo 
 Nao Tem Pra Ninguem;Michel Telo 
 O Mar Parou;Michel Telo 
 Ta Quente;Michel Telo 
 Sem Compromisso;Michel Telo E Bruno E Marrone 
 Por Tras Da Maquiagem;Michel Telo E Marilia Mendonca 
 Se Tudo Fosse Facil;Michel Telo E Paula Fernandes 
 Te Dar Um Beijo;Michel Telo E Prince Royce 
 E Nois Fazer Parapapa;Michel Telo E Sorriso Maroto 
 Sonhos Ressuscitarao;Michele Teixeira 
 Desafio No Deserto;Michelle Nascimento 
 Seja Livre;Michelle Nascimento 
 Jo;Midian Lima 
 Prioridade;Midian Lima 
 A Dama De Vermelho;Milionario E Jose Rico 
 A Gangorra;Milionario E Jose Rico 
 A Garca Pantaneira;Milionario E Jose Rico 
 A Pombinha Branca Voltou;Milionario E Jose Rico 
 Aguas Da Saudade;Milionario E Jose Rico 
 Boneca Cobicada;Milionario E Jose Rico 
 De Longe Tambem Se Ama;Milionario E Jose Rico 
 Decida;Milionario E Jose Rico 
 Encosta Tua Cabecinha No Ombro;Milionario E Jose Rico 
 Escravo Do Amor Tribunal Do Amor;Milionario E Jose Rico 
 Esta Noite Como Lembranca;Milionario E Jose Rico 
 Estrada Da Vida;Milionario E Jose Rico 
 Eterno Apaixonado;Milionario E Jose Rico 
 Fechei Meu Coracao Para Balanco;Milionario E Jose Rico 
 Heroi Da Velocidade;Milionario E Jose Rico 
 Ilusao Perdida;Milionario E Jose Rico 
 Lembranca;Milionario E Jose Rico 
 Levando A Vida;Milionario E Jose Rico 
 Linda Morena;Milionario E Jose Rico 
 Mensagem Do Alem;Milionario E Jose Rico 
 Mundo Fantasia;Milionario E Jose Rico 
 Nasci Para Te Amar;Milionario E Jose Rico 
 No Colo Da Noite;Milionario E Jose Rico 
 O Futuro E Uma Incerteza;Milionario E Jose Rico 
 O Sonho De Um Caminhoneiro;Milionario E Jose Rico 
 O Tropeiro Vinte Anos;Milionario E Jose Rico 
 Por Que Chora A Tarde;Milionario E Jose Rico 
 Praia Deserta;Milionario E Jose Rico 
 Recordando A Infancia;Milionario E Jose Rico 
 Solidao;Milionario E Jose Rico 
 Sonhei Com Voce;Milionario E Jose Rico 
 Tributo Aos Amigos;Milionario E Jose Rico 
 Viva Vida;Milionario E Jose Rico 
 Volta Pra Casa;Milionario E Jose Rico 
 Vontade Dividida;Milionario E Jose Rico 
 Menina Moca;Miltinho E Luiz Melodia 
 Cancao Da America;Milton Nascimento 
 Coracao De Estudante;Milton Nascimento 
 Maria Maria;Milton Nascimento 
 Nos Bailes Da Vida;Milton Nascimento 
 Quem Sabe Isso Quer Dizer Amor;Milton Nascimento 
 Travessia;Milton Nascimento 
 Confia;Ministerio Uncao De Deus 
 Aquieta Minha Alma;Ministerio Zoe 
 De Gloria Em Gloria;Ministerio Zoe 
 Nunca Foi Sobre Nos;Ministerio Zoe 
 Voce Me Leva Ao Deserto;Ministerio Zoe 
 Esse Meu Coracao Sem Juizo;Moacyr Franco 
 O Milagre Da Flecha;Moacyr Franco 
 Suave E A Noite;Moacyr Franco 
 Brincadeira De Crianca;Molejo 
 Cacamba;Molejo 
 Danca Da Vassoura;Molejo 
 Doidinha Por Meu Samba;Molejo 
 Paparico;Molejo 
 Samba Diferente;Molejo 
 Brasil Pandeiro;Morais Moreira 
 Amigo Eh Pra Essas Coisas;Mpb4 
 Curto Circuito;Mumuzinho 
 Preliminares;Mumuzinho 
 A Bela E O Fera;Munhoz E Mariano 
 Amor A Tres;Munhoz E Mariano 
 Camaro Amarelo;Munhoz E Mariano 
 Casamento Do Joao;Munhoz E Mariano 
 Copo Na Mao;Munhoz E Mariano 
 Ela Nao Pode Saber;Munhoz E Mariano 
 Eu Vou Pegar Voce E Tae;Munhoz E Mariano 
 Pantera Cor;Munhoz E Mariano 
 Pen Drive De Modao;Munhoz E Mariano 
 Se Quer Ir Entao Vai;Munhoz E Mariano 
 Seu Bombeiro;Munhoz E Mariano 
 Te Quero Bem;Munhoz E Mariano 
 Mulherao Da Porra;Munhoz E Mariano E Jerry Smith 
 Varinha Magica;Munhoz E Mariano E Pedro Henrique E Fernando 
 Kit Kat;Munhoz E Mariano E Thiaguinho 
 Agora Eu Sei;Musa Do Calypso 
 Nao Sou A Unica;Musa Do Calypso 
 Podem Ate Nos Separar;Musa Do Calypso 
 Se Era;Musa Do Calypso 
 Uma Mulher E Igual A Uma Flor;Musa Do Calypso 
 Bua Bua;Naiara Azevedo 
 Chora No Meu Colo;Naiara Azevedo 
 Contato Bloqueado;Naiara Azevedo 
 Entre Ela E Eu;Naiara Azevedo 
 Ex Do Seu Atual;Naiara Azevedo 
 Ladrao;Naiara Azevedo 
 Louca E Pratica;Naiara Azevedo 
 Mordida, Beijo E Tapa;Naiara Azevedo 
 O Nome Dela Eh Apariga;Naiara Azevedo 
 Pegada Que Desgrama;Naiara Azevedo 
 Pianinho;Naiara Azevedo 
 Printou Nossa Intimidade;Naiara Azevedo 
 Radinho Do Seu Ze;Naiara Azevedo 
 Tantos Planos;Naiara Azevedo 
 50 Reais;Naiara Azevedo E Maiara E Maraisa 
 Mentalmente;Naiara Azevedo E MC Kevinho 
 Mulher Nao Trai Mulher Se Vinga;Naiara Azevedo E Mr Catra 
 Inquilino;Naiara Azevedo E Ze Neto E Cristiano 
 Amor De Chocolate;Naldo 
 Chantilly;Naldo 
 Na Veia;Naldo 
 Sem Sutia;Naldo 
 Cowboy De Rodeio;Nalva Aguiar 
 Dia De Formatura;Nalva Aguiar 
 Ingratidao Orgulhoso;Nalva Aguiar 
 Tardes Morenas De Mato Grosso;Nalva Aguiar 
 Resposta Ao Tempo;Nana Caymmi 
 Minha Doce Estrela;Nando Cordel 
 Luz Dos Olhos;Nando Reis 
 N;Nando Reis 
 Nao Vou Me Adaptar;Nando Reis 
 Por Onde Andei;Nando Reis 
 Pra Voce Guardei O Amor;Nando Reis E Ana Canas 
 De Janeiro A Janeiro;Nando Reis E Roberta Campos 
 O Carcara E A Rosa;Natiruts 
 Presente De Um Beija;Natiruts 
 Quero Ser Feliz Tambem;Natiruts 
 Reggae Power;Natiruts 
 Verbalize;Natiruts 
 Hoje Eh Dia De Maldade;Nego Do Borel 
 Nao Me Deixe Sozinho;Nego Do Borel 
 Pretinha Vou Te Confessar;Nego Do Borel 
 Voce Partiu Meu Coracao;Nego Do Borel E Anitta E Wesley Safadao 
 Me Solta;Nego Do Borel E Dj Rennan Da Penha 
 Contatinho;Nego Do Borel E Luan Santana 
 Esqueci Como Namora;Nego Do Borel E Maiara E Maraisa 
 Beijo Geladinho;Negritude Jr 
 Cohab City;Negritude Jr 
 Locutor;Nelson E Davi 
Meu Vicio Eh Voce;Nelson Gançalves
 A Volta Do Boemio;Nelson Goncalves 
 Deusa Do Maracana;Nelson Goncalves 
 Fica Comigo Esta Noite;Nelson Goncalves 
 Naquela Mesa;Nelson Goncalves 
 Se As Flores Pudessem Falar;Nelson Ned 
 Tudo Passara;Nelson Ned 
 Camila Camila;Nenhum De Nos 
 Estranho;Nenhum De Nos 
 O Astronauta De Marmore;Nenhum De Nos 
 Beijo Na Boca;Netinho 
 Estrela Primeira;Netinho 
 Indecisao;Netinho 
 Milla;Netinho 
 Preciso De Voce;Netinho 
 Empresa Do Meu Pai;Neto Lx 
 O Dono Do Banco;Neto Lx 
 Pupupu Teterere;Neto Lx 
 Bandolero;Ney Matogrosso 
 Homem Com H;Ney Matogrosso 
 Poema;Ney Matogrosso 
 Sangue Latino;Ney Matogrosso 
 Viajante;Ney Matogrosso 
 Esquece E Vem;Nico Resende 
 A Namorada Que Sonhei;Nilton Cesar 
 Ferias Na India;Nilton Cesar 
 Lilian;Nilton Cesar 
 Centro Da Tua Vontade;Nivea Soares 
 Emanuel;Nivea Soares 
 Filho Do Deus Vivo;Nivea Soares 
 Gloria E Honra;Nivea Soares 
 Incomparavel;Nivea Soares 
 Me Entrego A Ti;Nivea Soares 
 Me Esvaziar;Nivea Soares 
 Nenhum Deus Como Tu;Nivea Soares 
 Que Se Abram Os Ceus;Nivea Soares 
 Reina Sobre Mim;Nivea Soares 
 Teu Amor Nao Falha;Nivea Soares 
 Todo O Olho Vera;Nivea Soares 
 Visitacao;Nivea Soares 
 Alem De Mim;Nx Zero 
 Bem Ou Mal;Nx Zero 
 Cartas Pra Voce;Nx Zero 
 Cedo Ou Tarde;Nx Zero 
 Hoje O Ceu Abriu;Nx Zero 
 Onde Estiver;Nx Zero 
 Pela Ultima Vez;Nx Zero 
 Razoes E Emocoes;Nx Zero 
 So Rezo;Nx Zero 
 A Feira;O Rappa 
 Anjos Pra Quem Tem Fe;O Rappa 
 Mar De Gente;O Rappa 
 Me Deixa;O Rappa 
 Minha Alma;O Rappa 
 Na Frente Do Reto;O Rappa 
 Pescador De Ilusoes;O Rappa 
 Rodo Cotidiano;O Rappa 
 Ana E O Mar;O Teatro Magico 
 Nosso Pequeno Castelo;O Teatro Magico 
 O Anjo Mais Velho;O Teatro Magico 
 Realejo;O Teatro Magico 
 A Noite Mais Linda Do Mundo;Odair Jose 
 Eu Vou Tirar Voce Desse Lugar;Odair Jose 
 Na Minha Opiniao;Odair Jose 
 Pare De Tomar A Pilula;Odair Jose 
 Espelhos Magicos;Oficina G3 
 O Tempo;Oficina G3 
 Requebra;Olodum 
 Nao Vai Voltar;Onze 20 
 Tenho Ciume De Tudo;Orlando Dias 
 Aquerenciado;Os Monarcas 
 Brasil De Bombacha;Os Monarcas 
 Vai Que Vai;Os Monarcas 
 Marrom Bombom;Os Morenos 
 Mina De Fe;Os Morenos 
 Esperancas Perdidas;Os Originais Do Samba 
 Castelhana;Os Serranos 
 Nossa Vaneira;Os Serranos 
 Tordilho Negro;Os Serranos 
 Maravilha Te Amar;Os Travessos 
 Meu Querubim;Os Travessos 
 Quando A Gente Ama;Os Travessos 
 Sonhos E Planos Sou Eu;Os Travessos 
 To Te Filmando;Os Travessos 
 Tu Mandas No Meu Coracao;Os Travessos 
 Vou Te Procurar;Os Travessos 
 A Volta;Os Vips 
 Faca Alguma Coisa Pelo Nosso Amor;Os Vips 
 Bagulho No Bumba;Os Virguloides 
 A Lista;Oswaldo Montenegro 
 Agonia;Oswaldo Montenegro 
 Bandolins;Oswaldo Montenegro 
 Condor;Oswaldo Montenegro 
 Drops De Hortela;Oswaldo Montenegro 
 Estrelas;Oswaldo Montenegro 
 Eu Quero Ser Feliz Agora;Oswaldo Montenegro 
 Leo E Bia;Oswaldo Montenegro 
 Lua E Flor;Oswaldo Montenegro 
 Porta Da Alegria;Oswaldo Montenegro 
 Sem Voce Nao Viverei;Ovelha 
 Te Amo, O Que Mais Posso Dizer;Ovelha 
 Papo De Jacare;P.O Box 
 Buzina;Pabllo Vittar 
 Disk Me;Pabllo Vittar 
 Indestrutivel;Pabllo Vittar 
 K.O.;Pabllo Vittar 
 Open Bar Lean On;Pabllo Vittar 
 Problema Seu;Pabllo Vittar 
 Corpo Sensual;Pabllo Vittar E Mateus Carrilho 
 Todo Dia;Pabllo Vittar E Rico Dalasam 
 Bilu Bilu;Pablo 
 Desapeguei;Pablo 
 Desculpe Ai;Pablo 
 Pecado De Amor;Pablo 
 Porque Homem Nao Chora;Pablo 
 Quase Me Chamou De Amor;Pablo 
 Ta Fazendo Falta;Pablo 
 Te Amo Meu Bebe;Pablo 
 Tudo Ou Nada;Pablo 
 Um Dia;Pablo 
 Sem Voce To Mal;Pablo E Claudia Leite 
 Rato;Palavra Cantada 
 Desde O Primeiro Momento;Pamela 
 Tanta Coisa;Paolo 
 A Lhe Esperar;Paralamas Do Sucesso 
 Alagados;Paralamas Do Sucesso 
 Aonde Quer Que Eu Va;Paralamas Do Sucesso 
 Caleidoscopio;Paralamas Do Sucesso 
 La Bella Luna;Paralamas Do Sucesso 
 Lanterna Dos Afogados;Paralamas Do Sucesso 
 Lourinha Bombril;Paralamas Do Sucesso 
 Me Liga;Paralamas Do Sucesso 
 Melo Do Marinheiro;Paralamas Do Sucesso 
 Meu Erro;Paralamas Do Sucesso 
 Oculos;Paralamas Do Sucesso 
 Quase Um Segundo;Paralamas Do Sucesso 
 Romance Ideal;Paralamas Do Sucesso 
 Saber Amar;Paralamas Do Sucesso 
 Ska;Paralamas Do Sucesso 
 Tendo A Lua;Paralamas Do Sucesso 
 Uma Brasileira;Paralamas Do Sucesso 
 Vital E Sua Moto;Paralamas Do Sucesso 
 Devagarinho;Parangole 
 Se Voce Quer Sorrir;Patati E Patata 
 Ando Meio Desligado;Pato Fu 
 Eu;Pato Fu 
 Perdendo Dentes;Pato Fu 
 Quando Chove;Patricia Mark 
 Espelhos Dagua;Patricia Marx 
 Sonho De Amor;Patricia Marx 
 A Paz Desse Amor;Paula Fernandes 
 Amargurado Sem Voce Ainda Ontem Chorei De Saudade;Paula Fernandes 
 Amor Alem Da Vida;Paula Fernandes 
 Apaixonados Pela Lua;Paula Fernandes 
 Barco De Papel;Paula Fernandes 
 Chuva Chover;Paula Fernandes 
 Complicado Demais;Paula Fernandes 
 Costumes;Paula Fernandes 
 Cuidar Mais De Mim;Paula Fernandes 
 Depende Da Gente;Paula Fernandes 
 Eu Sem Voce;Paula Fernandes 
 Meu Eu Em Voce;Paula Fernandes 
 Mineirinha Ferveu;Paula Fernandes 
 Na Contramao;Paula Fernandes 
 Nao Fui Eu;Paula Fernandes 
 Navegar Em Mim;Paula Fernandes 
 Passaro De Fogo;Paula Fernandes 
 Piracao;Paula Fernandes 
 Quero Sim;Paula Fernandes 
 Se O Coracao Viajar;Paula Fernandes 
 Seio De Minas;Paula Fernandes 
 Sensacoes;Paula Fernandes 
 So Penso Em Nos;Paula Fernandes 
 Traidor;Paula Fernandes 
 Um Ser Amor;Paula Fernandes 
 Voa;Paula Fernandes 
 Ponte;Paula Fernandes E Marcus Vianna 
 Long Live;Paula Fernandes E Taylor Swift 
 Nao Precisa;Paula Fernandes E Victor E Leo 
 Criacao Divina;Paula Fernandes E Zeze Di Camargo E Luciano 
 Quem Ve Cara Nao Ve Coracao;Paula Mattos 
 Rosa Amarela;Paula Mattos 
 Chute E Bomba;Paula Mattos E Wesley Safadao 
 Foi Um Rio Que Passou Em Minha Vida;Paulinho Da Viola 
 A Seta E O Alvo;Paulinho Moska 
 Jardim Da Fantasia;Paulinho Pedra Azul 
 Como Vou Deixar Voce Se Eu Te Amo;Paulo Diniz 
 Pingos De Amor;Paulo Diniz 
 Um Chopp Pra Distrair;Paulo Diniz 
 Como Se Fosse A Primeira Vez;Paulo Ricardo 
 Dois;Paulo Ricardo 
 Onde Esta Meu Amor;Paulo Ricardo 
 Tudo Por Nada;Paulo Ricardo 
 A Ultima Cancao;Paulo Sergio 
 Benzinho;Paulo Sergio 
 Fujo De Mim;Paulo Sergio 
 Meu Filho Deus Que Lhe Proteja;Paulo Sergio 
 Minhas Qualidades Meus Defeitos;Paulo Sergio 
 Nao Creio Em Mais Nada;Paulo Sergio 
 Quero Ver Voce Feliz;Paulo Sergio 
 Mao Da Noite;Peao Carreiro E Ze Paulo 
 Porta Do Mundo;Peao Carreiro E Ze Paulo 
 Pai Nosso;Pedras Vivas 
 Teu Pai Sabe Que Tu Brinca;Pedrinho Pegacao 
 Flor Da Lama;Pedro Bento E Ze Da Estrada 
 Magoa De Boiadeiro;Pedro Bento E Ze Da Estrada 
 Noite Sem Sono;Pedro Bento E Ze Da Estrada 
 O Amor E A Rosa;Pedro Bento E Ze Da Estrada 
 Os Tres Boiadeiros;Pedro Bento E Ze Da Estrada 
 Quando Se Ama Em Goias;Pedro Bento E Ze Da Estrada 
 Seresteiro Da Lua;Pedro Bento E Ze Da Estrada 
 Sete Palavras;Pedro Bento E Ze Da Estrada 
 Tropas E Boiadas;Pedro Bento E Ze Da Estrada 
 O Amor Sera Nossa Viagem;Pedro E Thiago E Wanessa Camargo 
 Afoga O Ganso;Pedro Henrique E Fernando 
 Postal;Pedro Mariano 
 Voz No Ouvido;Pedro Mariano 
 Voce Vai Ver;Pedro Mariano E Zelia Duncan 
 Acucar Em Mim;Pedro Paulo E Alex 
 Esqueceu Do Ex;Pedro Paulo E Alex 
 Fama De Pegador;Pedro Paulo E Alex 
 Fazer O Proibido Escondidinho;Pedro Paulo E Alex 
 Loka Loka;Pedro Paulo E Alex 
 Meu Corpo Da Sinal Tome O;Pedro Paulo E Alex 
 Muda A Batida;Pedro Paulo E Alex 
 Pressao;Pedro Paulo E Alex 
